,qseqid,qspecies,sseqid,sspecies,dN,dS,dN/dS
36565,maker-SEQ_126434-augustus-gene-0.54-mRNA-1,kokia,maker-SEQ_532-augustus-gene-203.64-mRNA-1,kirkii,0.0056,0.0336,0.1668
36570,Gorai.005G220700.1,Grai,maker-SEQ_532-snap-gene-202.81-mRNA-1,kirkii,0.0117,0.0857,0.1371
36573,Gorai.005G220700.1,Grai,augustus_masked-SEQ_126434-processed-gene-0.42-mRNA-1,kokia,0.0095,0.0305,0.3105
36574,augustus_masked-SEQ_126434-processed-gene-0.42-mRNA-1,kokia,maker-SEQ_532-snap-gene-202.81-mRNA-1,kirkii,0.0136,0.0604,0.2247
36579,Gorai.005G220900.1,Grai,genemark-SEQ_532-processed-gene-202.36-mRNA-1,kirkii,0.016,0.0685,0.233
36582,Gorai.005G220900.1,Grai,maker-SEQ_126434-augustus-gene-0.55-mRNA-1,kokia,0.0077,0.0502,0.1539
36583,genemark-SEQ_532-processed-gene-202.36-mRNA-1,kirkii,maker-SEQ_126434-augustus-gene-0.55-mRNA-1,kokia,0.0086,0.0803,0.1069
36588,Gorai.005G221000.1,Grai,maker-SEQ_532-snap-gene-202.80-mRNA-1,kirkii,0.0118,0.0714,0.1659
36591,Gorai.005G221000.1,Grai,maker-SEQ_126434-augustus-gene-0.62-mRNA-1,kokia,0.0142,0.0852,0.1664
36592,maker-SEQ_126434-augustus-gene-0.62-mRNA-1,kokia,maker-SEQ_532-snap-gene-202.80-mRNA-1,kirkii,0.0022,0.0527,0.0424
36597,Gorai.005G221100.1,Grai,maker-SEQ_532-snap-gene-202.79-mRNA-1,kirkii,0.0048,0.0712,0.0676
36600,Gorai.005G221100.1,Grai,maker-SEQ_126434-augustus-gene-0.63-mRNA-1,kokia,0.0024,0.0789,0.03
36601,maker-SEQ_126434-augustus-gene-0.63-mRNA-1,kokia,maker-SEQ_532-snap-gene-202.79-mRNA-1,kirkii,0.0029,0.0314,0.0931
36606,Gorai.005G221200.1,Grai,maker-SEQ_532-augustus-gene-202.68-mRNA-1,kirkii,0.0018,0.0656,0.0269
36609,Gorai.005G221200.1,Grai,maker-SEQ_126434-augustus-gene-0.64-mRNA-1,kokia,0.0052,0.0825,0.0625
36610,maker-SEQ_126434-augustus-gene-0.64-mRNA-1,kokia,maker-SEQ_532-augustus-gene-202.68-mRNA-1,kirkii,0.0067,0.0272,0.2457
36615,Gorai.005G221400.1,Grai,maker-SEQ_532-snap-gene-202.77-mRNA-1,kirkii,0.0127,0.0726,0.1753
36618,Gorai.005G221400.1,Grai,maker-SEQ_126434-augustus-gene-0.65-mRNA-1,kokia,0.008,0.0798,0.1007
36619,maker-SEQ_126434-augustus-gene-0.65-mRNA-1,kokia,maker-SEQ_532-snap-gene-202.77-mRNA-1,kirkii,0.0094,0.0271,0.3468
36624,Gorai.005G221500.1,Grai,maker-SEQ_532-augustus-gene-202.66-mRNA-1,kirkii,0.0108,0.0578,0.1865
36627,Gorai.005G221500.1,Grai,genemark-SEQ_126434-processed-gene-0.27-mRNA-1,kokia,0.0096,0.0736,0.1299
36628,genemark-SEQ_126434-processed-gene-0.27-mRNA-1,kokia,maker-SEQ_532-augustus-gene-202.66-mRNA-1,kirkii,0.0059,0.0334,0.1751
36633,Gorai.005G222500.1,Grai,maker-SEQ_532-augustus-gene-201.80-mRNA-1,kirkii,0.0055,0.0429,0.1286
36636,Gorai.005G222500.1,Grai,maker-SEQ_130079-augustus-gene-0.54-mRNA-1,kokia,0.0066,0.0573,0.1152
36637,maker-SEQ_130079-augustus-gene-0.54-mRNA-1,kokia,maker-SEQ_532-augustus-gene-201.80-mRNA-1,kirkii,0.004,0.0282,0.1413
36642,Gorai.005G223500.1,Grai,maker-SEQ_532-augustus-gene-201.72-mRNA-1,kirkii,0.0027,0.0406,0.0658
36645,Gorai.005G223500.1,Grai,maker-SEQ_130079-augustus-gene-0.58-mRNA-1,kokia,0.0044,0.0444,0.0993
36646,maker-SEQ_130079-augustus-gene-0.58-mRNA-1,kokia,maker-SEQ_532-augustus-gene-201.72-mRNA-1,kirkii,0.0034,0.0139,0.2419
36651,Gorai.005G223700.1,Grai,maker-SEQ_532-snap-gene-201.85-mRNA-1,kirkii,0.0027,0.0636,0.0418
36654,Gorai.005G223700.1,Grai,augustus_masked-SEQ_130079-processed-gene-0.34-mRNA-1,kokia,0.0073,0.0998,0.0732
36655,augustus_masked-SEQ_130079-processed-gene-0.34-mRNA-1,kokia,maker-SEQ_532-snap-gene-201.85-mRNA-1,kirkii,0.0053,0.0586,0.0905
36660,Gorai.005G224200.1,Grai,maker-SEQ_532-augustus-gene-200.63-mRNA-1,kirkii,0.0014,0.0602,0.0225
36663,Gorai.005G224200.1,Grai,maker-SEQ_125639-augustus-gene-0.27-mRNA-1,kokia,0.002,0.0738,0.0276
36664,maker-SEQ_125639-augustus-gene-0.27-mRNA-1,kokia,maker-SEQ_532-augustus-gene-200.63-mRNA-1,kirkii,0.0022,0.037,0.0597
36669,Gorai.005G224300.1,Grai,maker-SEQ_532-augustus-gene-200.59-mRNA-1,kirkii,0.0289,0.1752,0.1649
36672,Gorai.005G224300.1,Grai,maker-SEQ_125639-augustus-gene-0.28-mRNA-1,kokia,0.0185,0.1456,0.1269
36673,maker-SEQ_125639-augustus-gene-0.28-mRNA-1,kokia,maker-SEQ_532-augustus-gene-200.59-mRNA-1,kirkii,0.003,0.0379,0.0796
36678,Gorai.005G224600.1,Grai,maker-SEQ_532-snap-gene-200.67-mRNA-1,kirkii,0.0091,0.1911,0.0476
36681,Gorai.005G224600.1,Grai,maker-SEQ_125639-augustus-gene-0.29-mRNA-1,kokia,0.0001,0.0797,0.001
36682,maker-SEQ_125639-augustus-gene-0.29-mRNA-1,kokia,maker-SEQ_532-snap-gene-200.67-mRNA-1,kirkii,0.0099,0.0882,0.1119
36687,Gorai.005G225400.1,Grai,maker-SEQ_532-augustus-gene-200.57-mRNA-1,kirkii,0.0078,0.0904,0.0857
36690,Gorai.005G225400.1,Grai,genemark-SEQ_125639-processed-gene-0.13-mRNA-1,kokia,0.0142,0.1406,0.101
36691,genemark-SEQ_125639-processed-gene-0.13-mRNA-1,kokia,maker-SEQ_532-augustus-gene-200.57-mRNA-1,kirkii,0.0063,0.0707,0.0885
36696,Gorai.005G225900.1,Grai,maker-SEQ_532-augustus-gene-199.55-mRNA-1,kirkii,0.0093,0.1033,0.09
36699,Gorai.005G225900.1,Grai,genemark-SEQ_113609-processed-gene-0.3-mRNA-1,kokia,0.0087,0.1112,0.0786
36700,genemark-SEQ_113609-processed-gene-0.3-mRNA-1,kokia,maker-SEQ_532-augustus-gene-199.55-mRNA-1,kirkii,0.0067,0.0547,0.123
36705,Gorai.005G226000.1,Grai,maker-SEQ_532-augustus-gene-199.54-mRNA-1,kirkii,0.0052,0.0671,0.0769
36708,Gorai.005G226000.1,Grai,maker-SEQ_113609-augustus-gene-0.21-mRNA-1,kokia,0.0085,0.0708,0.1197
36709,maker-SEQ_113609-augustus-gene-0.21-mRNA-1,kokia,maker-SEQ_532-augustus-gene-199.54-mRNA-1,kirkii,0.0025,0.0302,0.0839
36714,Gorai.005G226800.1,Grai,augustus_masked-SEQ_532-processed-gene-199.16-mRNA-1,kirkii,0.0085,0.1951,0.0434
36717,Gorai.005G226800.1,Grai,maker-SEQ_122092-augustus-gene-0.17-mRNA-1,kokia,0.0101,0.1694,0.0595
36718,augustus_masked-SEQ_532-processed-gene-199.16-mRNA-1,kirkii,maker-SEQ_122092-augustus-gene-0.17-mRNA-1,kokia,0.0037,0.0331,0.1105
36723,Gorai.005G227300.1,Grai,maker-SEQ_532-augustus-gene-198.67-mRNA-1,kirkii,0.0081,0.069,0.117
36726,Gorai.005G227300.1,Grai,maker-SEQ_122092-augustus-gene-0.16-mRNA-1,kokia,0.0062,0.0731,0.0854
36727,maker-SEQ_122092-augustus-gene-0.16-mRNA-1,kokia,maker-SEQ_532-augustus-gene-198.67-mRNA-1,kirkii,0.0036,0.0377,0.0961
36732,Gorai.005G227900.1,Grai,augustus_masked-SEQ_532-processed-gene-198.23-mRNA-1,kirkii,0.0179,0.0995,0.1796
36735,Gorai.005G227900.1,Grai,maker-SEQ_125872-augustus-gene-0.77-mRNA-1,kokia,0.0078,0.0586,0.1332
36736,augustus_masked-SEQ_532-processed-gene-198.23-mRNA-1,kirkii,maker-SEQ_125872-augustus-gene-0.77-mRNA-1,kokia,0.005,0.0855,0.0579
36741,Gorai.005G228200.1,Grai,augustus_masked-SEQ_532-processed-gene-198.21-mRNA-1,kirkii,0.0057,0.11,0.0522
36744,Gorai.005G228200.1,Grai,augustus_masked-SEQ_125872-processed-gene-0.56-mRNA-1,kokia,0.0055,0.1345,0.0405
36745,augustus_masked-SEQ_125872-processed-gene-0.56-mRNA-1,kokia,augustus_masked-SEQ_532-processed-gene-198.21-mRNA-1,kirkii,0.0,0.0171,0.001
36750,Gorai.005G228400.1,Grai,maker-SEQ_532-snap-gene-198.80-mRNA-1,kirkii,0.0065,0.0605,0.1067
36753,Gorai.005G228400.1,Grai,augustus_masked-SEQ_125872-processed-gene-0.42-mRNA-1,kokia,0.0058,0.0551,0.105
36754,augustus_masked-SEQ_125872-processed-gene-0.42-mRNA-1,kokia,maker-SEQ_532-snap-gene-198.80-mRNA-1,kirkii,0.003,0.0296,0.1001
36759,Gorai.005G228500.1,Grai,maker-SEQ_532-augustus-gene-197.74-mRNA-1,kirkii,0.0091,0.0742,0.1227
36762,Gorai.005G228500.1,Grai,maker-SEQ_125872-augustus-gene-0.78-mRNA-1,kokia,0.0128,0.0819,0.1569
36763,maker-SEQ_125872-augustus-gene-0.78-mRNA-1,kokia,maker-SEQ_532-augustus-gene-197.74-mRNA-1,kirkii,0.0099,0.0335,0.297
36768,Gorai.005G228700.1,Grai,augustus_masked-SEQ_532-processed-gene-197.8-mRNA-1,kirkii,0.0056,0.0485,0.1146
36771,Gorai.005G228700.1,Grai,maker-SEQ_125872-augustus-gene-0.79-mRNA-1,kokia,0.0048,0.0596,0.0812
36772,augustus_masked-SEQ_532-processed-gene-197.8-mRNA-1,kirkii,maker-SEQ_125872-augustus-gene-0.79-mRNA-1,kokia,0.0035,0.0169,0.2058
36777,Gorai.005G228800.1,Grai,maker-SEQ_532-augustus-gene-197.79-mRNA-1,kirkii,0.0132,0.0318,0.4137
36780,Gorai.005G228800.1,Grai,maker-SEQ_125872-augustus-gene-0.72-mRNA-1,kokia,0.0202,0.0846,0.2387
36781,maker-SEQ_125872-augustus-gene-0.72-mRNA-1,kokia,maker-SEQ_532-augustus-gene-197.79-mRNA-1,kirkii,0.0025,0.0382,0.0662
36786,Gorai.005G229000.1,Grai,maker-SEQ_532-snap-gene-197.90-mRNA-1,kirkii,0.0068,0.0572,0.1194
36789,Gorai.005G229000.1,Grai,maker-SEQ_125872-augustus-gene-0.73-mRNA-1,kokia,0.0046,0.0626,0.0735
36790,maker-SEQ_125872-augustus-gene-0.73-mRNA-1,kokia,maker-SEQ_532-snap-gene-197.90-mRNA-1,kirkii,0.0027,0.0317,0.0862
36795,Gorai.005G229200.1,Grai,maker-SEQ_532-augustus-gene-197.77-mRNA-1,kirkii,0.0065,0.0902,0.0719
36798,Gorai.005G229200.1,Grai,maker-SEQ_125872-augustus-gene-0.74-mRNA-1,kokia,0.0066,0.0797,0.0831
36799,maker-SEQ_125872-augustus-gene-0.74-mRNA-1,kokia,maker-SEQ_532-augustus-gene-197.77-mRNA-1,kirkii,0.0085,0.0657,0.1301
36804,Gorai.005G229400.1,Grai,maker-SEQ_532-snap-gene-197.83-mRNA-1,kirkii,0.0186,0.101,0.184
36807,Gorai.005G229400.1,Grai,maker-SEQ_125872-augustus-gene-0.81-mRNA-1,kokia,0.0143,0.0878,0.163
36808,maker-SEQ_125872-augustus-gene-0.81-mRNA-1,kokia,maker-SEQ_532-snap-gene-197.83-mRNA-1,kirkii,0.0194,0.1517,0.1281
36813,Gorai.005G229700.1,Grai,maker-SEQ_532-augustus-gene-197.69-mRNA-1,kirkii,0.0049,0.2125,0.0231
36816,Gorai.005G229700.1,Grai,maker-SEQ_125872-augustus-gene-0.83-mRNA-1,kokia,0.0074,0.2025,0.0366
36817,maker-SEQ_125872-augustus-gene-0.83-mRNA-1,kokia,maker-SEQ_532-augustus-gene-197.69-mRNA-1,kirkii,0.0044,0.0257,0.1722
36822,Gorai.005G230300.1,Grai,augustus_masked-SEQ_532-processed-gene-196.8-mRNA-1,kirkii,0.0083,0.0824,0.1006
36825,Gorai.005G230300.1,Grai,augustus_masked-SEQ_119118-processed-gene-0.23-mRNA-1,kokia,0.0132,0.0814,0.1616
36826,augustus_masked-SEQ_119118-processed-gene-0.23-mRNA-1,kokia,augustus_masked-SEQ_532-processed-gene-196.8-mRNA-1,kirkii,0.0073,0.0265,0.274
36831,Gorai.005G230400.1,Grai,augustus_masked-SEQ_532-processed-gene-196.7-mRNA-1,kirkii,0.0108,0.1097,0.098
36834,Gorai.005G230400.1,Grai,augustus_masked-SEQ_119118-processed-gene-0.24-mRNA-1,kokia,0.0216,0.0973,0.2221
36835,augustus_masked-SEQ_119118-processed-gene-0.24-mRNA-1,kokia,augustus_masked-SEQ_532-processed-gene-196.7-mRNA-1,kirkii,0.0114,0.1031,0.1108
36840,Gorai.005G230500.1,Grai,augustus_masked-SEQ_532-processed-gene-196.6-mRNA-1,kirkii,0.0107,0.0893,0.1198
36843,Gorai.005G230500.1,Grai,augustus_masked-SEQ_119118-processed-gene-0.25-mRNA-1,kokia,0.0214,0.1043,0.2049
36844,augustus_masked-SEQ_119118-processed-gene-0.25-mRNA-1,kokia,augustus_masked-SEQ_532-processed-gene-196.6-mRNA-1,kirkii,0.0104,0.0716,0.1457
36849,Gorai.005G230600.1,Grai,maker-SEQ_532-augustus-gene-196.60-mRNA-1,kirkii,0.0089,0.1067,0.0836
36852,Gorai.005G230600.1,Grai,maker-SEQ_119118-augustus-gene-0.34-mRNA-1,kokia,0.0098,0.0913,0.1073
36853,maker-SEQ_119118-augustus-gene-0.34-mRNA-1,kokia,maker-SEQ_532-augustus-gene-196.60-mRNA-1,kirkii,0.0014,0.0227,0.062
36858,Gorai.005G230800.1,Grai,maker-SEQ_532-augustus-gene-196.64-mRNA-1,kirkii,0.0225,0.1449,0.1551
36861,Gorai.005G230800.1,Grai,genemark-SEQ_119118-processed-gene-0.3-mRNA-1,kokia,0.0047,0.0727,0.0644
36862,genemark-SEQ_119118-processed-gene-0.3-mRNA-1,kokia,maker-SEQ_532-augustus-gene-196.64-mRNA-1,kirkii,0.0177,0.1377,0.1286
36867,Gorai.005G231100.1,Grai,maker-SEQ_532-augustus-gene-196.57-mRNA-1,kirkii,0.0148,0.0783,0.1887
36870,Gorai.005G231100.1,Grai,genemark-SEQ_128628-processed-gene-0.15-mRNA-1,kokia,0.0205,0.1191,0.1725
36871,genemark-SEQ_128628-processed-gene-0.15-mRNA-1,kokia,maker-SEQ_532-augustus-gene-196.57-mRNA-1,kirkii,0.0156,0.0726,0.2154
36876,Gorai.005G231500.1,Grai,maker-SEQ_532-augustus-gene-195.67-mRNA-1,kirkii,0.0092,0.0484,0.1908
36879,Gorai.005G231500.1,Grai,maker-SEQ_128628-augustus-gene-0.47-mRNA-1,kokia,0.0131,0.0726,0.1807
36880,maker-SEQ_128628-augustus-gene-0.47-mRNA-1,kokia,maker-SEQ_532-augustus-gene-195.67-mRNA-1,kirkii,0.0077,0.028,0.2742
36885,Gorai.005G231600.1,Grai,maker-SEQ_532-snap-gene-195.73-mRNA-1,kirkii,0.0024,0.0493,0.0493
36888,Gorai.005G231600.1,Grai,maker-SEQ_128628-augustus-gene-0.56-mRNA-1,kokia,0.0002,0.1527,0.001
36889,maker-SEQ_128628-augustus-gene-0.56-mRNA-1,kokia,maker-SEQ_532-snap-gene-195.73-mRNA-1,kirkii,0.0026,0.0099,0.2641
36894,Gorai.005G232400.1,Grai,maker-SEQ_532-augustus-gene-195.64-mRNA-1,kirkii,0.0122,0.0924,0.1321
36897,Gorai.005G232400.1,Grai,genemark-SEQ_128628-processed-gene-0.8-mRNA-1,kokia,0.0119,0.086,0.1383
36898,genemark-SEQ_128628-processed-gene-0.8-mRNA-1,kokia,maker-SEQ_532-augustus-gene-195.64-mRNA-1,kirkii,0.0062,0.0502,0.1238
36903,Gorai.005G232500.1,Grai,maker-SEQ_532-augustus-gene-195.63-mRNA-1,kirkii,0.0113,0.0877,0.1287
36906,Gorai.005G232500.1,Grai,maker-SEQ_128628-augustus-gene-0.50-mRNA-1,kokia,0.0138,0.1239,0.1118
36907,maker-SEQ_128628-augustus-gene-0.50-mRNA-1,kokia,maker-SEQ_532-augustus-gene-195.63-mRNA-1,kirkii,0.0022,0.0444,0.0492
36912,Gorai.005G232600.1,Grai,maker-SEQ_532-snap-gene-195.70-mRNA-1,kirkii,0.0077,0.0692,0.1107
36915,Gorai.005G232600.1,Grai,maker-SEQ_128628-augustus-gene-0.58-mRNA-1,kokia,0.0134,0.0602,0.2217
36916,maker-SEQ_128628-augustus-gene-0.58-mRNA-1,kokia,maker-SEQ_532-snap-gene-195.70-mRNA-1,kirkii,0.0158,0.0379,0.4157
36921,Gorai.005G232800.1,Grai,maker-SEQ_532-augustus-gene-195.62-mRNA-1,kirkii,0.0304,0.0956,0.3179
36924,Gorai.005G232800.1,Grai,maker-SEQ_128628-augustus-gene-0.51-mRNA-1,kokia,0.0373,0.2499,0.1493
36925,maker-SEQ_128628-augustus-gene-0.51-mRNA-1,kokia,maker-SEQ_532-augustus-gene-195.62-mRNA-1,kirkii,0.0134,0.1259,0.1064
36930,Gorai.005G233400.1,Grai,maker-SEQ_532-augustus-gene-194.58-mRNA-1,kirkii,0.024,0.2646,0.0909
36933,Gorai.005G233400.1,Grai,maker-SEQ_122107-augustus-gene-0.21-mRNA-1,kokia,0.0002,0.1705,0.001
36934,maker-SEQ_122107-augustus-gene-0.21-mRNA-1,kokia,maker-SEQ_532-augustus-gene-194.58-mRNA-1,kirkii,0.0234,0.1184,0.1973
36939,Gorai.005G233500.1,Grai,maker-SEQ_532-snap-gene-194.77-mRNA-1,kirkii,0.0392,0.4083,0.096
36942,Gorai.005G233500.1,Grai,genemark-SEQ_122107-processed-gene-0.10-mRNA-1,kokia,0.006,0.0987,0.0607
36943,genemark-SEQ_122107-processed-gene-0.10-mRNA-1,kokia,maker-SEQ_532-snap-gene-194.77-mRNA-1,kirkii,0.0373,0.3491,0.107
36948,Gorai.005G234300.1,Grai,maker-SEQ_532-snap-gene-194.73-mRNA-1,kirkii,0.01,0.0975,0.1031
36951,Gorai.005G234300.1,Grai,maker-SEQ_123329-augustus-gene-0.35-mRNA-1,kokia,0.0115,0.1036,0.1106
36952,maker-SEQ_123329-augustus-gene-0.35-mRNA-1,kokia,maker-SEQ_532-snap-gene-194.73-mRNA-1,kirkii,0.006,0.057,0.1055
36957,Gorai.005G234700.1,Grai,augustus_masked-SEQ_532-processed-gene-193.5-mRNA-1,kirkii,0.0137,0.1044,0.1313
36960,Gorai.005G234700.1,Grai,augustus_masked-SEQ_127024-processed-gene-0.20-mRNA-1,kokia,0.0113,0.0879,0.129
36961,augustus_masked-SEQ_127024-processed-gene-0.20-mRNA-1,kokia,augustus_masked-SEQ_532-processed-gene-193.5-mRNA-1,kirkii,0.0065,0.0238,0.2727
36966,Gorai.005G235000.1,Grai,genemark-SEQ_532-processed-gene-193.31-mRNA-1,kirkii,0.0026,0.0903,0.0292
36969,Gorai.005G235000.1,Grai,maker-SEQ_127024-augustus-gene-0.33-mRNA-1,kokia,0.0025,0.0707,0.0359
36970,genemark-SEQ_532-processed-gene-193.31-mRNA-1,kirkii,maker-SEQ_127024-augustus-gene-0.33-mRNA-1,kokia,0.0052,0.0399,0.1313
36975,Gorai.005G235100.1,Grai,maker-SEQ_532-augustus-gene-193.71-mRNA-1,kirkii,0.0148,0.0539,0.274
36978,Gorai.005G235100.1,Grai,maker-SEQ_127024-augustus-gene-0.32-mRNA-1,kokia,0.0196,0.0427,0.4594
36979,maker-SEQ_127024-augustus-gene-0.32-mRNA-1,kokia,maker-SEQ_532-augustus-gene-193.71-mRNA-1,kirkii,0.0148,0.0166,0.8891
36984,Gorai.005G235300.1,Grai,maker-SEQ_532-snap-gene-193.75-mRNA-1,kirkii,0.0032,0.0821,0.0392
36987,Gorai.005G235300.1,Grai,maker-SEQ_127024-augustus-gene-0.29-mRNA-1,kokia,0.0064,0.0759,0.0845
36988,maker-SEQ_127024-augustus-gene-0.29-mRNA-1,kokia,maker-SEQ_532-snap-gene-193.75-mRNA-1,kirkii,0.0033,0.0221,0.1482
36993,Gorai.005G235600.1,Grai,maker-SEQ_532-augustus-gene-193.66-mRNA-1,kirkii,0.0108,0.1365,0.0789
36996,Gorai.005G235600.1,Grai,maker-SEQ_127024-augustus-gene-0.27-mRNA-1,kokia,0.0108,0.1195,0.0903
36997,maker-SEQ_127024-augustus-gene-0.27-mRNA-1,kokia,maker-SEQ_532-augustus-gene-193.66-mRNA-1,kirkii,0.0001,0.0638,0.001
37002,Gorai.005G235800.1,Grai,maker-SEQ_532-augustus-gene-192.67-mRNA-1,kirkii,0.0066,0.081,0.0815
37005,Gorai.005G235800.1,Grai,maker-SEQ_117740-augustus-gene-0.8-mRNA-1,kokia,0.0097,0.0808,0.1205
37006,maker-SEQ_117740-augustus-gene-0.8-mRNA-1,kokia,maker-SEQ_532-augustus-gene-192.67-mRNA-1,kirkii,0.004,0.0287,0.1394
37011,Gorai.005G235900.1,Grai,maker-SEQ_532-augustus-gene-192.66-mRNA-1,kirkii,0.0107,0.109,0.098
37014,Gorai.005G235900.1,Grai,maker-SEQ_117740-augustus-gene-0.9-mRNA-1,kokia,0.0161,0.1279,0.1258
37015,maker-SEQ_117740-augustus-gene-0.9-mRNA-1,kokia,maker-SEQ_532-augustus-gene-192.66-mRNA-1,kirkii,0.001,0.0344,0.0294
37020,Gorai.005G236100.1,Grai,augustus_masked-SEQ_532-processed-gene-192.15-mRNA-1,kirkii,0.0192,0.0778,0.2463
37023,Gorai.005G236100.1,Grai,genemark-SEQ_130265-processed-gene-0.0-mRNA-1,kokia,0.0255,0.0934,0.2725
37024,augustus_masked-SEQ_532-processed-gene-192.15-mRNA-1,kirkii,genemark-SEQ_130265-processed-gene-0.0-mRNA-1,kokia,0.0093,0.0518,0.1801
37029,Gorai.005G236200.1,Grai,augustus_masked-SEQ_532-processed-gene-192.14-mRNA-1,kirkii,0.0047,0.0664,0.0708
37032,Gorai.005G236200.1,Grai,augustus_masked-SEQ_130265-processed-gene-0.17-mRNA-1,kokia,0.0069,0.0637,0.1089
37033,augustus_masked-SEQ_130265-processed-gene-0.17-mRNA-1,kokia,augustus_masked-SEQ_532-processed-gene-192.14-mRNA-1,kirkii,0.0033,0.0248,0.1339
37038,Gorai.005G236400.1,Grai,maker-SEQ_532-snap-gene-192.76-mRNA-1,kirkii,0.0248,0.2479,0.1002
37041,Gorai.005G236400.1,Grai,maker-SEQ_130265-augustus-gene-0.34-mRNA-1,kokia,0.0316,0.2661,0.1186
37042,maker-SEQ_130265-augustus-gene-0.34-mRNA-1,kokia,maker-SEQ_532-snap-gene-192.76-mRNA-1,kirkii,0.0039,0.0389,0.0994
37047,Gorai.005G236700.1,Grai,augustus_masked-SEQ_532-processed-gene-192.12-mRNA-1,kirkii,0.0109,0.0635,0.1719
37050,Gorai.005G236700.1,Grai,maker-SEQ_130265-augustus-gene-0.32-mRNA-1,kokia,0.0105,0.0696,0.1511
37051,augustus_masked-SEQ_532-processed-gene-192.12-mRNA-1,kirkii,maker-SEQ_130265-augustus-gene-0.32-mRNA-1,kokia,0.0037,0.0204,0.1826
37056,Gorai.005G236800.1,Grai,maker-SEQ_532-augustus-gene-192.63-mRNA-1,kirkii,0.0051,0.0869,0.0584
37059,Gorai.005G236800.1,Grai,maker-SEQ_130265-augustus-gene-0.36-mRNA-1,kokia,0.0092,0.1093,0.0842
37060,maker-SEQ_130265-augustus-gene-0.36-mRNA-1,kokia,maker-SEQ_532-augustus-gene-192.63-mRNA-1,kirkii,0.0049,0.024,0.2058
37065,Gorai.005G237400.1,Grai,maker-SEQ_532-augustus-gene-191.56-mRNA-1,kirkii,0.0135,0.0904,0.149
37068,Gorai.005G237400.1,Grai,maker-SEQ_130003-augustus-gene-0.48-mRNA-1,kokia,0.0073,0.1116,0.0652
37069,maker-SEQ_130003-augustus-gene-0.48-mRNA-1,kokia,maker-SEQ_532-augustus-gene-191.56-mRNA-1,kirkii,0.0085,0.0357,0.2384
37074,Gorai.005G237500.1,Grai,genemark-SEQ_480-processed-gene-179.21-mRNA-1,kirkii,0.0123,0.1081,0.114
37077,Gorai.005G237500.1,Grai,genemark-SEQ_125973-processed-gene-0.7-mRNA-1,kokia,0.0103,0.1263,0.0814
37078,genemark-SEQ_125973-processed-gene-0.7-mRNA-1,kokia,genemark-SEQ_480-processed-gene-179.21-mRNA-1,kirkii,0.0117,0.1456,0.0804
37083,Gorai.005G237800.1,Grai,maker-SEQ_532-augustus-gene-191.58-mRNA-1,kirkii,0.0097,0.09,0.1077
37086,Gorai.005G237800.1,Grai,maker-SEQ_128393-augustus-gene-0.31-mRNA-1,kokia,0.0098,0.1266,0.0777
37087,maker-SEQ_128393-augustus-gene-0.31-mRNA-1,kokia,maker-SEQ_532-augustus-gene-191.58-mRNA-1,kirkii,0.0048,0.0466,0.1025
37092,Gorai.005G238100.1,Grai,maker-SEQ_532-snap-gene-191.60-mRNA-1,kirkii,0.0182,0.0904,0.2018
37095,Gorai.005G238100.1,Grai,maker-SEQ_128393-augustus-gene-0.30-mRNA-1,kokia,0.0225,0.1269,0.1772
37096,maker-SEQ_128393-augustus-gene-0.30-mRNA-1,kokia,maker-SEQ_532-snap-gene-191.60-mRNA-1,kirkii,0.0068,0.0493,0.1379
37101,Gorai.005G238500.1,Grai,maker-SEQ_532-augustus-gene-190.76-mRNA-1,kirkii,0.0099,0.079,0.1257
37104,Gorai.005G238500.1,Grai,augustus_masked-SEQ_128393-processed-gene-0.21-mRNA-1,kokia,0.0085,0.0721,0.118
37105,augustus_masked-SEQ_128393-processed-gene-0.21-mRNA-1,kokia,maker-SEQ_532-augustus-gene-190.76-mRNA-1,kirkii,0.0065,0.0326,0.2007
37110,Gorai.005G238600.1,Grai,maker-SEQ_532-snap-gene-190.85-mRNA-1,kirkii,0.0068,0.1005,0.0681
37113,Gorai.005G238600.1,Grai,maker-SEQ_128393-augustus-gene-0.28-mRNA-1,kokia,0.0102,0.1014,0.1011
37114,maker-SEQ_128393-augustus-gene-0.28-mRNA-1,kokia,maker-SEQ_532-snap-gene-190.85-mRNA-1,kirkii,0.0052,0.0405,0.1282
37119,Gorai.005G239400.1,Grai,maker-SEQ_532-snap-gene-190.79-mRNA-1,kirkii,0.0076,0.1668,0.0456
37122,Gorai.005G239400.1,Grai,augustus_masked-SEQ_128458-processed-gene-0.14-mRNA-1,kokia,0.009,0.1307,0.0691
37123,augustus_masked-SEQ_128458-processed-gene-0.14-mRNA-1,kokia,maker-SEQ_532-snap-gene-190.79-mRNA-1,kirkii,0.0043,0.1715,0.0253
37128,Gorai.005G239700.1,Grai,maker-SEQ_532-snap-gene-190.89-mRNA-1,kirkii,0.0078,0.0572,0.1367
37131,Gorai.005G239700.1,Grai,augustus_masked-SEQ_114723-processed-gene-0.10-mRNA-1,kokia,0.0081,0.0636,0.1267
37132,augustus_masked-SEQ_114723-processed-gene-0.10-mRNA-1,kokia,maker-SEQ_532-snap-gene-190.89-mRNA-1,kirkii,0.004,0.0248,0.1626
37137,Gorai.005G239900.1,Grai,snap_masked-SEQ_532-processed-gene-189.46-mRNA-1,kirkii,0.0069,0.104,0.0661
