Grai	kirkii	kokia
Gorai.002G230700.1	genemark-SEQ_782-processed-gene-164.17-mRNA-1	maker-SEQ_123395-augustus-gene-0.7-mRNA-1
Gorai.002G231100.1	maker-SEQ_782-snap-gene-164.62-mRNA-1	maker-SEQ_130260-augustus-gene-4.66-mRNA-1
Gorai.002G231200.1	maker-SEQ_782-snap-gene-164.63-mRNA-1	augustus_masked-SEQ_130260-processed-gene-4.48-mRNA-1
Gorai.002G231500.1	maker-SEQ_782-augustus-gene-165.58-mRNA-1	maker-SEQ_130260-augustus-gene-4.62-mRNA-1
Gorai.002G231700.1	maker-SEQ_782-augustus-gene-165.62-mRNA-1	maker-SEQ_130260-augustus-gene-4.60-mRNA-1
Gorai.002G232200.1	snap_masked-SEQ_782-processed-gene-165.55-mRNA-1	maker-SEQ_130260-augustus-gene-4.51-mRNA-1
Gorai.002G232500.1	maker-SEQ_782-snap-gene-165.77-mRNA-1	maker-SEQ_130260-augustus-gene-4.56-mRNA-1
Gorai.002G233100.1	maker-SEQ_782-augustus-gene-166.64-mRNA-1	genemark-SEQ_130260-processed-gene-4.0-mRNA-1
Gorai.002G233200.1	maker-SEQ_782-augustus-gene-166.65-mRNA-1	maker-SEQ_130260-augustus-gene-3.37-mRNA-1
Gorai.002G233500.1	maker-SEQ_782-augustus-gene-166.66-mRNA-1	genemark-SEQ_130260-processed-gene-3.12-mRNA-1
Gorai.002G233700.1	maker-SEQ_782-augustus-gene-166.69-mRNA-1	maker-SEQ_130260-augustus-gene-3.33-mRNA-1
Gorai.002G233800.1	maker-SEQ_782-snap-gene-166.80-mRNA-1	maker-SEQ_115693-augustus-gene-0.12-mRNA-1
Gorai.002G233900.1	genemark-SEQ_782-processed-gene-166.33-mRNA-1	maker-SEQ_115693-augustus-gene-0.9-mRNA-1
Gorai.002G234000.1	maker-SEQ_782-augustus-gene-167.53-mRNA-1	maker-SEQ_115693-augustus-gene-0.8-mRNA-1
Gorai.002G234900.1	maker-SEQ_782-augustus-gene-175.71-mRNA-1	maker-SEQ_129839-augustus-gene-0.75-mRNA-1
Gorai.002G235100.1	maker-SEQ_782-snap-gene-175.82-mRNA-1	maker-SEQ_129839-augustus-gene-0.74-mRNA-1
Gorai.002G235400.1	maker-SEQ_782-augustus-gene-175.67-mRNA-1	maker-SEQ_129839-augustus-gene-0.72-mRNA-1
Gorai.002G235500.1	maker-SEQ_782-snap-gene-175.78-mRNA-1	maker-SEQ_129839-augustus-gene-0.71-mRNA-1
Gorai.002G236300.1	maker-SEQ_782-augustus-gene-174.52-mRNA-1	maker-SEQ_129839-augustus-gene-0.70-mRNA-1
Gorai.002G236500.1	maker-SEQ_782-snap-gene-174.56-mRNA-1	augustus_masked-SEQ_129839-processed-gene-0.39-mRNA-1
Gorai.002G237600.1	maker-SEQ_782-snap-gene-173.96-mRNA-1	augustus_masked-SEQ_129093-processed-gene-0.37-mRNA-1
Gorai.002G237800.1	maker-SEQ_782-augustus-gene-172.65-mRNA-1	genemark-SEQ_129093-processed-gene-0.27-mRNA-1
Gorai.002G238100.1	maker-SEQ_782-augustus-gene-172.62-mRNA-1	maker-SEQ_129093-augustus-gene-0.60-mRNA-1
Gorai.002G238300.1	genemark-SEQ_782-processed-gene-172.17-mRNA-1	maker-SEQ_129093-augustus-gene-0.57-mRNA-1
Gorai.002G238600.1	genemark-SEQ_782-processed-gene-171.25-mRNA-1	genemark-SEQ_129093-processed-gene-0.3-mRNA-1
Gorai.002G239000.1	augustus_masked-SEQ_782-processed-gene-171.4-mRNA-1	augustus_masked-SEQ_125485-processed-gene-0.5-mRNA-1
Gorai.002G239100.1	augustus_masked-SEQ_782-processed-gene-171.5-mRNA-1	genemark-SEQ_125485-processed-gene-0.1-mRNA-1
Gorai.002G239200.1	maker-SEQ_782-snap-gene-171.71-mRNA-1	maker-SEQ_125485-augustus-gene-0.11-mRNA-1
Gorai.002G239400.1	maker-SEQ_782-augustus-gene-171.68-mRNA-1	augustus_masked-SEQ_130386-processed-gene-0.20-mRNA-1
Gorai.002G239700.1	maker-SEQ_782-augustus-gene-171.69-mRNA-1	maker-SEQ_130386-augustus-gene-0.31-mRNA-1
Gorai.002G240100.1	maker-SEQ_782-augustus-gene-170.80-mRNA-1	maker-SEQ_130386-augustus-gene-0.32-mRNA-1
Gorai.002G240400.1	maker-SEQ_782-snap-gene-170.83-mRNA-1	maker-SEQ_118931-augustus-gene-0.9-mRNA-1
Gorai.002G241000.1	maker-SEQ_782-snap-gene-170.87-mRNA-1	maker-SEQ_129201-augustus-gene-0.23-mRNA-1
Gorai.002G241400.1	maker-SEQ_782-snap-gene-169.48-mRNA-1	maker-SEQ_130195-augustus-gene-2.49-mRNA-1
Gorai.002G241500.1	maker-SEQ_782-augustus-gene-169.42-mRNA-1	maker-SEQ_130195-augustus-gene-2.48-mRNA-1
Gorai.002G242000.1	maker-SEQ_782-snap-gene-168.69-mRNA-1	genemark-SEQ_130195-processed-gene-2.12-mRNA-1
Gorai.002G242400.1	maker-SEQ_782-augustus-gene-168.59-mRNA-1	genemark-SEQ_130195-processed-gene-2.10-mRNA-1
Gorai.002G242600.1	maker-SEQ_782-augustus-gene-168.58-mRNA-1	maker-SEQ_130195-augustus-gene-2.45-mRNA-1
Gorai.002G242700.1	maker-SEQ_782-augustus-gene-168.54-mRNA-1	maker-SEQ_130195-augustus-gene-2.42-mRNA-1
Gorai.002G243400.1	maker-SEQ_782-augustus-gene-167.52-mRNA-1	maker-SEQ_130195-augustus-gene-1.31-mRNA-1
Gorai.002G243600.1	genemark-SEQ_782-processed-gene-167.26-mRNA-1	maker-SEQ_130195-augustus-gene-1.35-mRNA-1
Gorai.002G244000.1	augustus_masked-SEQ_782-processed-gene-2.8-mRNA-1	augustus_masked-SEQ_130168-processed-gene-0.50-mRNA-1
Gorai.002G244200.1	maker-SEQ_782-augustus-gene-2.77-mRNA-1	augustus_masked-SEQ_130168-processed-gene-0.48-mRNA-1
Gorai.002G244600.1	maker-SEQ_782-snap-gene-3.74-mRNA-1	genemark-SEQ_130168-processed-gene-0.11-mRNA-1
Gorai.002G244700.1	snap_masked-SEQ_782-processed-gene-3.49-mRNA-1	augustus_masked-SEQ_130168-processed-gene-0.36-mRNA-1
Gorai.002G244800.1	maker-SEQ_782-augustus-gene-3.65-mRNA-1	maker-SEQ_130168-augustus-gene-0.57-mRNA-1
Gorai.002G245000.1	augustus_masked-SEQ_782-processed-gene-3.4-mRNA-1	maker-SEQ_130168-augustus-gene-0.62-mRNA-1
Gorai.002G245100.1	genemark-SEQ_782-processed-gene-3.26-mRNA-1	augustus_masked-SEQ_130168-processed-gene-0.32-mRNA-1
Gorai.002G245200.1	maker-SEQ_782-snap-gene-3.72-mRNA-1	maker-SEQ_130168-augustus-gene-0.61-mRNA-1
Gorai.002G245300.1	maker-SEQ_782-snap-gene-3.78-mRNA-1	maker-SEQ_130168-augustus-gene-0.54-mRNA-1
Gorai.002G245700.1	maker-SEQ_782-augustus-gene-4.56-mRNA-1	maker-SEQ_128055-augustus-gene-0.19-mRNA-1
Gorai.002G246200.1	maker-SEQ_782-augustus-gene-4.55-mRNA-1	maker-SEQ_130073-augustus-gene-0.71-mRNA-1
Gorai.002G246500.1	maker-SEQ_782-augustus-gene-5.61-mRNA-1	maker-SEQ_130073-augustus-gene-0.60-mRNA-1
Gorai.002G246600.1	maker-SEQ_782-snap-gene-5.69-mRNA-1	maker-SEQ_130073-augustus-gene-0.59-mRNA-1
Gorai.002G246700.1	augustus_masked-SEQ_782-processed-gene-5.1-mRNA-1	maker-SEQ_128015-augustus-gene-0.22-mRNA-1
Gorai.002G246900.1	genemark-SEQ_782-processed-gene-5.27-mRNA-1	genemark-SEQ_128015-processed-gene-0.2-mRNA-1
Gorai.002G248100.1	genemark-SEQ_782-processed-gene-6.32-mRNA-1	genemark-SEQ_117171-processed-gene-0.10-mRNA-1
Gorai.002G248200.1	augustus_masked-SEQ_782-processed-gene-6.6-mRNA-1	maker-SEQ_117171-augustus-gene-0.21-mRNA-1
Gorai.002G248600.1	maker-SEQ_782-augustus-gene-7.50-mRNA-1	maker-SEQ_130261-augustus-gene-0.23-mRNA-1
Gorai.002G248700.1	maker-SEQ_782-augustus-gene-7.52-mRNA-1	maker-SEQ_130261-augustus-gene-0.26-mRNA-1
Gorai.002G248900.1	maker-SEQ_782-snap-gene-7.62-mRNA-1	augustus_masked-SEQ_130261-processed-gene-0.20-mRNA-1
Gorai.002G249100.1	maker-SEQ_569-snap-gene-254.68-mRNA-1	augustus_masked-SEQ_129941-processed-gene-8.35-mRNA-1
Gorai.002G249200.1	augustus_masked-SEQ_782-processed-gene-7.17-mRNA-1	augustus_masked-SEQ_130261-processed-gene-0.14-mRNA-1
Gorai.002G249300.1	maker-SEQ_782-augustus-gene-7.51-mRNA-1	maker-SEQ_130261-augustus-gene-0.24-mRNA-1
Gorai.002G249400.1	maker-SEQ_782-snap-gene-7.63-mRNA-1	augustus_masked-SEQ_130261-processed-gene-0.21-mRNA-1
Gorai.002G249800.1	maker-SEQ_782-augustus-gene-8.61-mRNA-1	maker-SEQ_130097-augustus-gene-0.42-mRNA-1
Gorai.002G249900.1	maker-SEQ_782-augustus-gene-8.62-mRNA-1	genemark-SEQ_130097-processed-gene-0.17-mRNA-1
Gorai.002G250000.1	genemark-SEQ_782-processed-gene-8.20-mRNA-1	genemark-SEQ_130097-processed-gene-0.16-mRNA-1
Gorai.002G250100.1	maker-SEQ_782-augustus-gene-8.63-mRNA-1	maker-SEQ_130097-augustus-gene-0.40-mRNA-1
Gorai.002G250300.1	maker-SEQ_782-augustus-gene-8.67-mRNA-1	maker-SEQ_130097-augustus-gene-0.36-mRNA-1
Gorai.002G250400.1	maker-SEQ_782-snap-gene-8.83-mRNA-1	augustus_masked-SEQ_130097-processed-gene-0.23-mRNA-1
Gorai.002G250500.1	maker-SEQ_782-augustus-gene-8.65-mRNA-1	maker-SEQ_130097-augustus-gene-0.38-mRNA-1
Gorai.002G250600.1	maker-SEQ_782-augustus-gene-8.68-mRNA-1	maker-SEQ_130097-augustus-gene-0.35-mRNA-1
Gorai.002G251500.1	maker-SEQ_782-augustus-gene-8.72-mRNA-1	maker-SEQ_129843-augustus-gene-0.33-mRNA-1
Gorai.002G251700.1	maker-SEQ_782-augustus-gene-9.54-mRNA-1	genemark-SEQ_129843-processed-gene-0.15-mRNA-1
Gorai.002G251800.1	genemark-SEQ_782-processed-gene-9.13-mRNA-1	genemark-SEQ_129843-processed-gene-1.0-mRNA-1
Gorai.002G252100.1	maker-SEQ_782-augustus-gene-9.56-mRNA-1	maker-SEQ_129843-augustus-gene-1.40-mRNA-1
Gorai.002G252200.1	genemark-SEQ_782-processed-gene-9.16-mRNA-1	maker-SEQ_129843-augustus-gene-1.36-mRNA-1
Gorai.002G252500.1	genemark-SEQ_782-processed-gene-9.22-mRNA-1	maker-SEQ_129843-augustus-gene-1.41-mRNA-1
Gorai.002G252600.1	snap_masked-SEQ_782-processed-gene-9.43-mRNA-1	genemark-SEQ_129843-processed-gene-1.15-mRNA-1
Gorai.002G252900.1	maker-SEQ_782-augustus-gene-9.59-mRNA-1	maker-SEQ_129843-augustus-gene-1.42-mRNA-1
Gorai.002G253300.1	maker-SEQ_782-augustus-gene-10.64-mRNA-1	genemark-SEQ_126409-processed-gene-0.0-mRNA-1
Gorai.002G253500.1	maker-SEQ_782-augustus-gene-10.67-mRNA-1	genemark-SEQ_126409-processed-gene-0.3-mRNA-1
Gorai.002G253600.1	augustus_masked-SEQ_782-processed-gene-10.9-mRNA-1	augustus_masked-SEQ_128852-processed-gene-0.20-mRNA-1
Gorai.002G253900.1	snap_masked-SEQ_782-processed-gene-10.42-mRNA-1	augustus_masked-SEQ_128852-processed-gene-0.25-mRNA-1
Gorai.002G254900.1	maker-SEQ_782-augustus-gene-11.56-mRNA-1	maker-SEQ_129576-augustus-gene-0.15-mRNA-1
Gorai.002G255000.1	maker-SEQ_782-snap-gene-11.67-mRNA-1	genemark-SEQ_129576-processed-gene-0.4-mRNA-1
Gorai.002G255100.1	augustus_masked-SEQ_782-processed-gene-11.3-mRNA-1	augustus_masked-SEQ_129576-processed-gene-0.12-mRNA-1
Gorai.002G255300.1	maker-SEQ_782-augustus-gene-11.58-mRNA-1	maker-SEQ_117615-augustus-gene-0.7-mRNA-1
Gorai.002G255500.1	maker-SEQ_782-augustus-gene-11.63-mRNA-1	genemark-SEQ_113351-processed-gene-0.2-mRNA-1
Gorai.002G255900.1	maker-SEQ_782-augustus-gene-11.64-mRNA-1	augustus_masked-SEQ_123820-processed-gene-0.4-mRNA-1
Gorai.002G256500.1	augustus_masked-SEQ_782-processed-gene-12.1-mRNA-1	augustus_masked-SEQ_129838-processed-gene-0.9-mRNA-1
Gorai.002G256700.1	augustus_masked-SEQ_782-processed-gene-12.3-mRNA-1	augustus_masked-SEQ_129838-processed-gene-0.11-mRNA-1
Gorai.002G257000.1	maker-SEQ_782-snap-gene-12.60-mRNA-1	maker-SEQ_129838-augustus-gene-0.16-mRNA-1
Gorai.002G257200.1	maker-SEQ_782-augustus-gene-12.51-mRNA-1	genemark-SEQ_129838-processed-gene-0.4-mRNA-1
Gorai.002G257500.1	maker-SEQ_782-augustus-gene-12.57-mRNA-1	maker-SEQ_130293-augustus-gene-0.20-mRNA-1
Gorai.002G257600.1	maker-SEQ_782-snap-gene-12.67-mRNA-1	augustus_masked-SEQ_130293-processed-gene-0.14-mRNA-1
Gorai.002G257700.1	maker-SEQ_782-augustus-gene-13.61-mRNA-1	maker-SEQ_130293-augustus-gene-0.19-mRNA-1
Gorai.002G257800.1	maker-SEQ_782-snap-gene-13.71-mRNA-1	maker-SEQ_128866-augustus-gene-0.6-mRNA-1
Gorai.002G258000.1	augustus_masked-SEQ_782-processed-gene-13.3-mRNA-1	augustus_masked-SEQ_122722-processed-gene-0.6-mRNA-1
Gorai.002G261000.1	augustus_masked-SEQ_782-processed-gene-14.14-mRNA-1	augustus_masked-SEQ_130426-processed-gene-1.64-mRNA-1
Gorai.002G261100.1	maker-SEQ_782-augustus-gene-14.70-mRNA-1	maker-SEQ_130426-augustus-gene-1.81-mRNA-1
Gorai.002G261200.1	maker-SEQ_782-snap-gene-14.83-mRNA-1	augustus_masked-SEQ_130426-processed-gene-1.51-mRNA-1
Gorai.002G261300.1	maker-SEQ_782-augustus-gene-14.75-mRNA-1	maker-SEQ_130426-augustus-gene-1.93-mRNA-1
Gorai.002G261600.1	maker-SEQ_782-augustus-gene-15.53-mRNA-1	maker-SEQ_130426-augustus-gene-1.83-mRNA-1
Gorai.002G261900.1	maker-SEQ_782-augustus-gene-15.54-mRNA-1	maker-SEQ_130426-augustus-gene-1.84-mRNA-1
Gorai.002G262200.1	genemark-SEQ_782-processed-gene-15.19-mRNA-1	maker-SEQ_130426-augustus-gene-1.86-mRNA-1
Gorai.002G262600.1	maker-SEQ_782-augustus-gene-16.64-mRNA-1	genemark-SEQ_130426-processed-gene-1.36-mRNA-1
Gorai.002G262700.1	maker-SEQ_782-augustus-gene-16.65-mRNA-1	maker-SEQ_130426-augustus-gene-1.98-mRNA-1
Gorai.002G262900.1	snap_masked-SEQ_782-processed-gene-16.48-mRNA-1	augustus_masked-SEQ_130426-processed-gene-1.74-mRNA-1
Gorai.002G263000.1	maker-SEQ_782-snap-gene-16.74-mRNA-1	maker-SEQ_130426-augustus-gene-1.90-mRNA-1
Gorai.002G263100.1	maker-SEQ_782-augustus-gene-16.63-mRNA-1	maker-SEQ_129842-augustus-gene-0.74-mRNA-1
Gorai.002G263200.1	genemark-SEQ_782-processed-gene-16.28-mRNA-1	genemark-SEQ_129842-processed-gene-0.26-mRNA-1
Gorai.002G263300.1	maker-SEQ_782-augustus-gene-16.68-mRNA-1	maker-SEQ_129842-augustus-gene-0.85-mRNA-1
Gorai.002G263500.1	maker-SEQ_782-augustus-gene-16.70-mRNA-1	maker-SEQ_129842-augustus-gene-0.87-mRNA-1
Gorai.002G263700.1	augustus_masked-SEQ_782-processed-gene-17.1-mRNA-1	maker-SEQ_129842-augustus-gene-0.76-mRNA-1
Gorai.002G263800.1	maker-SEQ_782-augustus-gene-17.83-mRNA-1	maker-SEQ_129842-augustus-gene-0.88-mRNA-1
Gorai.002G264100.1	maker-SEQ_782-augustus-gene-17.75-mRNA-1	maker-SEQ_120142-augustus-gene-0.15-mRNA-1
Gorai.002G264300.1	maker-SEQ_782-snap-gene-17.90-mRNA-1	augustus_masked-SEQ_120142-processed-gene-0.11-mRNA-1
Gorai.002G265000.1	augustus_masked-SEQ_782-processed-gene-17.10-mRNA-1	augustus_masked-SEQ_127538-processed-gene-0.72-mRNA-1
Gorai.002G265100.1	maker-SEQ_782-snap-gene-17.96-mRNA-1	maker-SEQ_127538-augustus-gene-0.93-mRNA-1
Gorai.002G265200.1	maker-SEQ_782-augustus-gene-17.84-mRNA-1	maker-SEQ_127538-augustus-gene-0.79-mRNA-1
Gorai.002G265500.1	maker-SEQ_782-snap-gene-18.84-mRNA-1	genemark-SEQ_127538-processed-gene-0.33-mRNA-1
Gorai.002G265700.1	maker-SEQ_782-snap-gene-18.85-mRNA-1	augustus_masked-SEQ_127538-processed-gene-0.66-mRNA-1
Gorai.002G266100.1	augustus_masked-SEQ_782-processed-gene-18.5-mRNA-1	genemark-SEQ_127538-processed-gene-0.26-mRNA-1
Gorai.002G266200.1	maker-SEQ_782-augustus-gene-18.76-mRNA-1	maker-SEQ_127538-augustus-gene-0.87-mRNA-1
Gorai.002G266400.1	maker-SEQ_782-augustus-gene-18.80-mRNA-1	maker-SEQ_127538-augustus-gene-0.78-mRNA-1
Gorai.002G266500.1	augustus_masked-SEQ_782-processed-gene-18.13-mRNA-1	augustus_masked-SEQ_127538-processed-gene-0.44-mRNA-1
Gorai.002G266600.1	maker-SEQ_782-augustus-gene-18.81-mRNA-1	augustus_masked-SEQ_127538-processed-gene-0.43-mRNA-1
Gorai.002G266700.1	maker-SEQ_782-augustus-gene-18.78-mRNA-1	maker-SEQ_127538-augustus-gene-0.84-mRNA-1
Gorai.002G266800.1	maker-SEQ_782-snap-gene-18.93-mRNA-1	maker-SEQ_127538-augustus-gene-0.83-mRNA-1
Gorai.002G266900.1	maker-SEQ_782-augustus-gene-18.82-mRNA-1	maker-SEQ_127538-augustus-gene-0.77-mRNA-1
Gorai.002G267000.1	maker-SEQ_782-augustus-gene-18.83-mRNA-1	augustus_masked-SEQ_127538-processed-gene-0.41-mRNA-1
Gorai.002G267100.1	snap_masked-SEQ_782-processed-gene-19.31-mRNA-1	maker-SEQ_127538-augustus-gene-0.82-mRNA-1
Gorai.002G267600.1	maker-SEQ_782-augustus-gene-19.69-mRNA-1	maker-SEQ_127538-augustus-gene-0.80-mRNA-1
Gorai.002G267700.1	maker-SEQ_782-augustus-gene-19.70-mRNA-1	augustus_masked-SEQ_117790-processed-gene-0.27-mRNA-1
Gorai.002G267800.1	augustus_masked-SEQ_782-processed-gene-19.9-mRNA-1	augustus_masked-SEQ_117790-processed-gene-0.22-mRNA-1
Gorai.002G267900.1	maker-SEQ_782-snap-gene-19.77-mRNA-1	maker-SEQ_117790-augustus-gene-0.35-mRNA-1
Gorai.002G268100.1	maker-SEQ_782-augustus-gene-20.55-mRNA-1	maker-SEQ_117790-augustus-gene-0.38-mRNA-1
Gorai.002G268200.1	maker-SEQ_782-augustus-gene-20.61-mRNA-1	maker-SEQ_117790-augustus-gene-0.34-mRNA-1
Gorai.002G268300.1	maker-SEQ_782-augustus-gene-20.62-mRNA-1	augustus_masked-SEQ_117790-processed-gene-0.19-mRNA-1
Gorai.002G268400.1	maker-SEQ_782-snap-gene-20.67-mRNA-1	maker-SEQ_117790-augustus-gene-0.37-mRNA-1
Gorai.002G268600.1	maker-SEQ_782-augustus-gene-20.63-mRNA-1	genemark-SEQ_117790-processed-gene-0.0-mRNA-1
Gorai.003G000900.1	maker-SEQ_595-augustus-gene-410.68-mRNA-1	maker-SEQ_122929-augustus-gene-0.22-mRNA-1
Gorai.003G001000.1	maker-SEQ_595-augustus-gene-409.86-mRNA-1	maker-SEQ_127143-augustus-gene-0.27-mRNA-1
Gorai.003G001200.1	maker-SEQ_595-augustus-gene-409.84-mRNA-1	maker-SEQ_127143-augustus-gene-0.29-mRNA-1
Gorai.003G001300.1	maker-SEQ_595-snap-gene-409.96-mRNA-1	augustus_masked-SEQ_127143-processed-gene-0.23-mRNA-1
Gorai.003G001400.1	maker-SEQ_595-augustus-gene-409.76-mRNA-1	genemark-SEQ_127143-processed-gene-0.16-mRNA-1
Gorai.003G001500.1	maker-SEQ_595-augustus-gene-409.81-mRNA-1	maker-SEQ_127143-augustus-gene-0.32-mRNA-1
Gorai.003G001800.1	maker-SEQ_595-augustus-gene-409.80-mRNA-1	maker-SEQ_127047-augustus-gene-0.32-mRNA-1
Gorai.003G002000.1	maker-SEQ_595-snap-gene-409.93-mRNA-1	maker-SEQ_127047-augustus-gene-0.33-mRNA-1
Gorai.003G002200.1	maker-SEQ_595-augustus-gene-409.73-mRNA-1	maker-SEQ_127047-augustus-gene-0.37-mRNA-1
Gorai.003G002400.1	maker-SEQ_595-snap-gene-409.92-mRNA-1	maker-SEQ_127047-augustus-gene-0.34-mRNA-1
Gorai.003G002500.1	maker-SEQ_595-snap-gene-408.82-mRNA-1	maker-SEQ_127047-augustus-gene-0.35-mRNA-1
Gorai.003G002600.1	genemark-SEQ_595-processed-gene-408.34-mRNA-1	maker-SEQ_130045-augustus-gene-0.31-mRNA-1
Gorai.003G002700.1	maker-SEQ_595-augustus-gene-408.71-mRNA-1	maker-SEQ_130045-augustus-gene-0.34-mRNA-1
Gorai.003G002900.1	maker-SEQ_595-augustus-gene-408.69-mRNA-1	maker-SEQ_130045-augustus-gene-0.36-mRNA-1
Gorai.003G003000.1	maker-SEQ_595-augustus-gene-408.74-mRNA-1	augustus_masked-SEQ_130045-processed-gene-0.19-mRNA-1
Gorai.003G003100.1	maker-SEQ_595-augustus-gene-408.68-mRNA-1	maker-SEQ_130045-augustus-gene-0.37-mRNA-1
Gorai.003G003200.1	maker-SEQ_595-augustus-gene-408.67-mRNA-1	maker-SEQ_130045-augustus-gene-0.38-mRNA-1
Gorai.003G003300.1	maker-SEQ_595-snap-gene-408.83-mRNA-1	maker-SEQ_130045-augustus-gene-0.33-mRNA-1
Gorai.003G003400.1	maker-SEQ_595-augustus-gene-408.66-mRNA-1	maker-SEQ_130045-augustus-gene-0.39-mRNA-1
Gorai.003G003500.1	maker-SEQ_595-augustus-gene-407.67-mRNA-1	maker-SEQ_130126-augustus-gene-3.57-mRNA-1
Gorai.003G003700.1	augustus_masked-SEQ_595-processed-gene-407.23-mRNA-1	augustus_masked-SEQ_130126-processed-gene-3.35-mRNA-1
Gorai.003G004700.1	maker-SEQ_595-augustus-gene-406.77-mRNA-1	maker-SEQ_130126-augustus-gene-3.54-mRNA-1
Gorai.003G004800.1	maker-SEQ_595-augustus-gene-406.75-mRNA-1	maker-SEQ_130126-augustus-gene-3.52-mRNA-1
Gorai.003G004900.1	maker-SEQ_595-augustus-gene-406.74-mRNA-1	maker-SEQ_130126-augustus-gene-3.51-mRNA-1
Gorai.003G005200.1	maker-SEQ_595-augustus-gene-406.72-mRNA-1	augustus_masked-SEQ_130126-processed-gene-2.28-mRNA-1
Gorai.003G005300.1	maker-SEQ_595-augustus-gene-406.71-mRNA-1	maker-SEQ_130126-augustus-gene-2.38-mRNA-1
Gorai.003G005400.1	maker-SEQ_595-augustus-gene-406.70-mRNA-1	maker-SEQ_130126-augustus-gene-2.37-mRNA-1
Gorai.003G005500.1	maker-SEQ_595-augustus-gene-406.69-mRNA-1	maker-SEQ_130126-augustus-gene-2.36-mRNA-1
Gorai.003G005900.1	maker-SEQ_595-augustus-gene-405.68-mRNA-1	maker-SEQ_128730-augustus-gene-0.19-mRNA-1
Gorai.003G006200.1	maker-SEQ_595-snap-gene-405.77-mRNA-1	maker-SEQ_128730-augustus-gene-0.21-mRNA-1
Gorai.003G006300.1	maker-SEQ_595-augustus-gene-405.60-mRNA-1	maker-SEQ_128730-augustus-gene-0.24-mRNA-1
Gorai.003G006400.1	maker-SEQ_595-augustus-gene-405.65-mRNA-1	maker-SEQ_128730-augustus-gene-0.22-mRNA-1
Gorai.003G006500.1	maker-SEQ_595-augustus-gene-405.64-mRNA-1	maker-SEQ_121446-augustus-gene-0.15-mRNA-1
Gorai.003G007000.1	maker-SEQ_595-augustus-gene-404.70-mRNA-1	maker-SEQ_121927-augustus-gene-0.6-mRNA-1
Gorai.003G007300.1	maker-SEQ_595-augustus-gene-404.66-mRNA-1	genemark-SEQ_118403-processed-gene-0.1-mRNA-1
Gorai.003G007500.1	maker-SEQ_595-snap-gene-404.80-mRNA-1	maker-SEQ_112727-augustus-gene-0.7-mRNA-1
Gorai.003G007600.1	maker-SEQ_595-augustus-gene-404.64-mRNA-1	maker-SEQ_112727-augustus-gene-0.6-mRNA-1
Gorai.003G007900.1	maker-SEQ_595-augustus-gene-404.67-mRNA-1	maker-SEQ_122118-augustus-gene-0.30-mRNA-1
Gorai.003G008100.1	maker-SEQ_595-snap-gene-404.74-mRNA-1	maker-SEQ_122118-augustus-gene-0.26-mRNA-1
Gorai.003G008200.1	maker-SEQ_595-augustus-gene-264.81-mRNA-1	maker-SEQ_122118-augustus-gene-0.29-mRNA-1
Gorai.003G008400.1	augustus_masked-SEQ_595-processed-gene-264.7-mRNA-1	genemark-SEQ_122118-processed-gene-0.2-mRNA-1
Gorai.003G008500.1	maker-SEQ_595-augustus-gene-264.74-mRNA-1	maker-SEQ_122118-augustus-gene-0.23-mRNA-1
Gorai.003G008600.1	genemark-SEQ_595-processed-gene-264.21-mRNA-1	augustus_masked-SEQ_122118-processed-gene-0.12-mRNA-1
Gorai.003G008800.1	maker-SEQ_595-augustus-gene-264.72-mRNA-1	maker-SEQ_130083-augustus-gene-0.32-mRNA-1
Gorai.003G008900.1	maker-SEQ_595-snap-gene-264.95-mRNA-1	genemark-SEQ_130083-processed-gene-0.0-mRNA-1
Gorai.003G010000.1	snap_masked-SEQ_595-processed-gene-263.30-mRNA-1	maker-SEQ_130083-augustus-gene-1.40-mRNA-1
Gorai.003G010200.1	maker-SEQ_595-augustus-gene-262.77-mRNA-1	maker-SEQ_130083-augustus-gene-1.41-mRNA-1
Gorai.003G010300.1	augustus_masked-SEQ_595-processed-gene-262.15-mRNA-1	augustus_masked-SEQ_130083-processed-gene-1.27-mRNA-1
Gorai.003G010600.1	augustus_masked-SEQ_595-processed-gene-262.6-mRNA-1	maker-SEQ_130083-augustus-gene-1.51-mRNA-1
Gorai.003G010700.1	maker-SEQ_595-augustus-gene-262.69-mRNA-1	genemark-SEQ_130083-processed-gene-1.16-mRNA-1
Gorai.003G010800.1	maker-SEQ_595-snap-gene-262.88-mRNA-1	augustus_masked-SEQ_130083-processed-gene-1.29-mRNA-1
Gorai.003G011200.1	maker-SEQ_595-augustus-gene-262.71-mRNA-1	genemark-SEQ_130083-processed-gene-2.1-mRNA-1
Gorai.003G011300.1	maker-SEQ_595-augustus-gene-262.65-mRNA-1	maker-SEQ_130083-augustus-gene-2.31-mRNA-1
Gorai.003G011400.1	maker-SEQ_595-snap-gene-261.68-mRNA-1	maker-SEQ_130083-augustus-gene-2.28-mRNA-1
Gorai.003G011500.1	maker-SEQ_595-augustus-gene-261.55-mRNA-1	maker-SEQ_130083-augustus-gene-2.32-mRNA-1
Gorai.003G011600.1	maker-SEQ_595-augustus-gene-261.58-mRNA-1	genemark-SEQ_130083-processed-gene-2.8-mRNA-1
Gorai.003G011800.1	genemark-SEQ_595-processed-gene-261.18-mRNA-1	augustus_masked-SEQ_130083-processed-gene-2.25-mRNA-1
